description,hashtags,likes,comments,reposts,type,links/tags,link
#FFTC “Sting like a Qi” to help cure cancer!\n\nWe extend our full support to James’ philanthropic efforts and want to make an impactful contribution to the ongoing fight against cancer. Every person supporting James with a donation will be entered into a draw to receive the original EΞPMON .eth ‘Fight gear’ designed exclusively for James’ battle.\n\n𝗗𝗼𝗻𝗮𝘁𝗲 𝗡𝗼𝘄: https://bit.ly/3BLNSL7\n\nVideo Credits: Waterbridge Creative Media\n\n#FFTC #StingLikeAQi #BringItOn #Quantropi #JamesNguyen,"['#FFTC', '#FFTC', '#StingLikeAQi', '#BringItOn', '#Quantropi', '#JamesNguyen']",12,0,0,Video,"['www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'bit.ly/3BLNSL7', 'www.linkedin.com/company/waterbridge-media/']",https://www.linkedin.com/feed/update/urn:li:activity:6980996980042801152
"How quickly do we need to move on quantum security and should we rely on PQC or on QKD?\n\nQuantropi Inc. CEO James Nguyen will be taking the stage at Quantum Beach 2023 on March 2nd and 3rd to discuss this and other quantum security-related topics - Panel #5.\n\nDon’t miss this opportunity, register now to attend and be a part of the quantum revolution! https://lnkd.in/ecuFRwZm\n\nMichael Redding Randy Kuang Jay Toth Raj Narula, P.Eng. Ken Dobell Colin Osing Nick Kuang\n\n#QuantumBeach2023 #QuantumSecurity #PQC #QKD #Quantropi #BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#5.', '#QuantumBeach2023', '#QuantumSecurity', '#PQC', '#QKD', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",26,0,4,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'lnkd.in/ecuFRwZm', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc']",https://www.linkedin.com/feed/update/urn:li:activity:7029463667477778432
"#FFTC Countdown- Days remaining for the fight: 𝟵 All donations received by James Nguyen will go towards cancer-fighting initiatives of Ottawa Regional Cancer Foundation.\n\nEvery person supporting James Nguyen with a donation will be entered into a draw to receive the original EEPMON .eth ‘Fight gear’ designed exclusively for James’ battle. 𝗗𝗼𝗻𝗮𝘁𝗲 𝗡𝗼𝘄: https://bit.ly/3BLNSL7 Music and Video Credits: Waterbridge Creative MediaVideo shot at: 𝗩𝗦𝗣 𝗕𝗼𝘅𝗶𝗻𝗴 𝗚𝘆𝗺, 𝗩𝗶𝗲𝘁𝗻𝗮𝗺#FFTC #StingLikeAQi #BringItOn #Quantropi #JamesNguyen","['#FFTC', '#FFTC', '#StingLikeAQi', '#BringItOn', '#Quantropi', '#JamesNguyen']",4,0,0,Video,"['www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/company/ottawacancer/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'bit.ly/3BLNSL7', 'www.linkedin.com/company/waterbridge-media/']",https://www.linkedin.com/feed/update/urn:li:activity:6983916977664708608
The Quantum Entropy rabbit by Eric Chan is here to wish everyone a prosperous and joyous Lunar New Year!\n\nLet's celebrate the arrival of the new year with our loved ones and make unforgettable memories. \n\nHappy Lunar New Year!\n\n#LunarNewYear #Prosperity #Happiness #Quantropi #BringItOn #QuantumEntropyRabbit,"['#LunarNewYear', '#Prosperity', '#Happiness', '#Quantropi', '#BringItOn', '#QuantumEntropyRabbit']",24,4,2,Image,['www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE'],https://www.linkedin.com/feed/update/urn:li:activity:7022305819236962304
"#Qi_Insights By Quantropi Inc.The poll results are out!\n\nAccording to 45% of respondents, the greatest benefit of quantum cryptography above classical cryptography is the potential to offer unconditional security. Another prominent response from poll respondents was resistance to hacking.\n\nTo learn more on why Quantum Cryptography is critical to defending your organization against the urgent threat of “Steal Now Crack Later” and the imminent Y2Q Quantum threat, check out: https://bit.ly/3FMmCOA\n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology","['#Qi_Insights', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#QuantumReadyBoard', '#informationsecurity', '#quantumcomputing', '#technology']",6,0,0,Image,"['www.linkedin.com/company/quantropi/', 'bit.ly/3FMmCOA']",https://www.linkedin.com/feed/update/urn:li:activity:7028790847743680513
"Welcome to the Quantropi Inc. team Jay Toth! \n\nOur new Senior Vice President, Sales. Prior to joining Quantropi, Jay was Chief Growth Officer at Kepro, responsible for the organization’s overall growth strategy in government markets. Before that, Jay held a progression of sales leadership and general management roles during his 17 years at Microsoft. \n\n#Quantropi  #BringItOn #SVP #Sales #JayToth ","['#Quantropi\u202f\u202f', '#BringItOn', '#SVP', '#Sales', '#JayToth']",34,1,2,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/company/kepro/', 'www.linkedin.com/company/microsoft/']",https://www.linkedin.com/feed/update/urn:li:activity:7018610480118198272
"2022 was the year of conferences and events for Quantropi Inc.\n\nFrom RSA in San Francisco to Quantum. Tech in London, the globetrotting team attended 15 conferences, forging strong partnerships, new alliances, and innovative companies transitioning to post-quantum security. \n\n#Conferences2022 #QuantumSecurity #Quantropi #BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #community","['#Conferences2022', '#QuantumSecurity', '#Quantropi', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#community']",15,1,0,Image,['www.linkedin.com/company/quantropi/'],https://www.linkedin.com/feed/update/urn:li:activity:7014243694631419904
"Qi Audience Insights from our Y2Q- The Quantum Insider Webinar hosted November 16th, 2022. \n\nThe majority of participants (31.8%) are conceptually interested in incorporating post-quantum cryptography into their organization 𝗯𝘂𝘁 𝗵𝗮𝘃𝗲 𝘁𝗮𝗸𝗲𝗻 𝗻𝗼 𝘀𝗽𝗲𝗰𝗶𝗳𝗶𝗰 𝗮𝗰𝘁𝗶𝗼𝗻𝘀 𝘁𝗼 𝗱𝗮𝘁𝗲.\n\n𝗪𝗵𝘆 𝗻𝗼𝘁 𝘀𝘁𝗮𝗿𝘁 𝗻𝗼𝘄?\n\nOur QiSpace™ platform and TrUE Quantum-Secure cryptography enable companies to upgrade their defences to protect against today’s cyber threats and tomorrow’s Y2Q Quantum Threats. Get access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures now.\n\nSubmit your QiSpace™ trial request to get started!https://bit.ly/3NzfiJF\n\n#QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",14,0,1,Image,"['www.linkedin.com/company/the-quantum-insider/', 'bit.ly/3NzfiJF']",https://www.linkedin.com/feed/update/urn:li:activity:7006380494128824320
A fun and festive Merry Christmas Eve from the Quantropi Inc.  team! #Quantropi #BringItOn #MerryChristmas,"['#Quantropi', '#BringItOn', '#MerryChristmas']",72,7,1,Image,['www.linkedin.com/company/quantropi/'],https://www.linkedin.com/feed/update/urn:li:activity:7012431769782153216
"A quantum encrypted selfie with Governor of Maryland Larry Hogan! \n\nPop by our booth #301 at Quantum World Congress, Washington D.C. today!\n\nJames Nguyen Raj Narula, P.Eng. Randy Kuang Ken Dobell Michael Redding\n\n#QWC22 #QuantumWorldCongress #BringItOn #Quantropi","['#301', '#QWC22', '#QuantumWorldCongress', '#BringItOn', '#Quantropi']",26,5,1,Image,"['www.linkedin.com/company/quantum-world-congress/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY']",https://www.linkedin.com/feed/update/urn:li:activity:7004151521814675456
"The December issue of the Q-Review Newsletter is on its way. All the news that’s fit to decrypt!\n\nCatch up on all the updates. Quantum-secure cryptography, the Y2Q Quantum Threat, company news, special offers, and more.Join the Q! \n\nSubscribe now: https://bit.ly/3gaYps4\n\n#quantumsecurity #cybersecurity #Y2Q #datasecurity #cryptography #QuantumThreat #BringItOn #Quantropi #QReview #December","['#quantumsecurity', '#cybersecurity', '#Y2Q', '#datasecurity', '#cryptography', '#QuantumThreat', '#BringItOn', '#Quantropi', '#QReview', '#December']",16,0,1,Image,['bit.ly/3gaYps4'],https://www.linkedin.com/feed/update/urn:li:activity:7008465208549543936
"A little reminder!!\n\nWe’re exhibiting live, onsite at QWC, Washington D.C Nov. 29th – Dec. 1st. \n\nWatch our TrUE Quantum Security platform QiSpace™ – LIVE – powering strategic use cases including Digital Quantum Key Distribution and Critical Infrastructure Security. Also, make sure to attend two special panels featuring Quantropi Inc. – the State of Quantum Computing and Defending the Future from the Quantum Threat.\n\nLearn More: https://lnkd.in/gp4m2UcR\n\nJames Nguyen Raj Narula, P.Eng. Randy Kuang Michael Redding Ken Dobell Nick Kuang Colin Osing  #QWC22 #QuantumWorldCongress #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QWC22', '#QuantumWorldCongress', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",29,0,3,Image,"['www.linkedin.com/company/quantropi/', 'lnkd.in/gp4m2UcR', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7003379192331423744
"We just wanted to take a moment to wish all of our friends, colleagues, partners, and customers a safe and peaceful holiday season, and a Happy New Year. 2022 was an exciting year here at Quantropi and we look forward to an even better 2023!#HappyHolidays #Quantropi #BringItOn","['#HappyHolidays', '#Quantropi', '#BringItOn']",20,0,0,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:7010683268752687104
"#Breaking #QWC2022  Join Quantropi Inc. Co-Founder and Chief Scientist Randy Kuang on the Science &amp; Engineering panel 'State of the Domain – Quantum Computing, Communications, Sensing, and Material' Nov. 30th 1:35 pm EST.  Learn More:  https://lnkd.in/gp4m2UcR  James Nguyen Raj Narula, P.Eng., Ken Dobell  Colin Osing Michael Redding\n\n#QWC22 #QuantumWorldCongress #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity ","['#Breaking\u202f', '#QWC2022', '#QWC22\u202f', '#QuantumWorldCongress', '#BringItOn\u202f', '#Quantropi\u202f', '#Y2Q\u202f', '#technology\u202f', '#cryptography\u202f', '#quantumcryptography\u202f', '#Cybersecurity']",10,5,1,Image,"['www.linkedin.com/company/quantropi/', 'lnkd.in/gp4m2UcR', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY']",https://www.linkedin.com/feed/update/urn:li:activity:7002677149576966144
"BIG NEWS!!\n\nCongrats to Quantropi Inc. Co-Founder and Chief Scientist Randy Kuang for joining the IEEE SA ExComm (subcommittee) – Cyber Security for Next Generation Connectivity Systems. \n\nJames Nguyen, Michael Redding, Raj Narula, P.Eng., Ken Dobell Colin Osing\n\n#BringItOn #Quantropi #IEEESA #Cybersecurity","['#BringItOn', '#Quantropi', '#IEEESA', '#Cybersecurity']",73,10,5,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7001919684782546944
"On this Remembrance Day, let us remember all those brave men and women who sacrificed their lives for the country.\n\n#LestWeForget",['#LestWeForget'],12,0,1,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:6996851905779879936
"They say today’s asymmetric encryption will be the first to fall to the Y2Q Quantum Threat. Organizations need to be crypto-agile to protect against quantum computers and transition to post-quantum cryptography efficiently. But what are the latest guidance and recommendations and warnings from NIST? \n\n𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟲: Post Quantum cryptography and the latest from NIST\n\nJoin us along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗰𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th. 11 am EST      Register now: https://bit.ly/3BosAmh      Evan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.   #quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi   ","['#𝟲:', '#quantum', '#community', '#security', '#registration', '#quantumtechnology', '#Y2Q', '#QuantumThreat', '#BringItOn', '#Quantropi']",9,0,0,Image,"['www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6995416305772158976
"#Breaking #QWC2022\n\nMake sure to catch Quantropi Inc. CTO Michael Redding on the special Government &amp; Security panel ‘Quantum Cryptography – Defending the Future' Dec. 1st at 1 pm EST.   Learn More: https://lnkd.in/gp4m2UcR  James Nguyen Raj Narula, P.Eng. Ken Dobell Randy Kuang Colin Osing Randy Kuang\n\n #QWC22 #QuantumWorldCongress #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#Breaking', '#QWC2022', '#QWC22', '#QuantumWorldCongress', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",26,2,2,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'lnkd.in/gp4m2UcR', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7003014268258304001
"Cybersecurity Awareness Final Fact #5.\n\nQuantum computers will soon break today’s public-key encryption. Cybersecurity leaders and professionals must start preparing for the Y2Q Quantum Threat NOW!\n\nQuantropi Inc.’s 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™ is the world’s first and only 𝗧𝗿𝗨𝗘 Quantum-Secure cryptography platform that provides all 3 prerequisites for end-to-end cybersecurity – 𝗧𝗿ust, 𝗨ncertainity, and 𝗘ntropy – “𝗧𝗿𝗨𝗘 “.For application developers and enterprises looking to quantum-secure their products, systems, and networks against the Y2Q Quantum Threat. Get access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. \n\nSubmit your QiSpace™ trial request today to get started!https://lnkd.in/ehyPbce7\n\n#QuantumComputingExpo #Tokyo #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#5.', '#QuantumComputingExpo', '#Tokyo', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",9,0,1,Image,"['www.linkedin.com/company/quantropi/', 'lnkd.in/ehyPbce7']",https://www.linkedin.com/feed/update/urn:li:activity:6992899825386070016
"It was an honour presenting QiSpace™ and our TrUE suite of quantum-secure cryptographic solutions at the Embassy of Canada | Ambassade du Canada in Japan.\n\nSubmit your request to trial QiSpace™ today, and protect your products, systems, and networks against the Y2Q Quantum Threat! https://bit.ly/3NzfiJF\n\nJames Nguyen Michael Redding Raj Narula, P.Eng. Ken Dobell Colin Osing Randy Kuang, Le Minh Ha EEPMON .eth Trade Commissioner Service | Service des délégués commerciaux, Global Affairs Canada | Affaires mondiales Canada\n\n#QuantumComputingExpo #Tokyo #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QuantumComputingExpo', '#Tokyo', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",23,0,0,Image,"['www.linkedin.com/company/canadian-embassy/', 'bit.ly/3NzfiJF', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAibkioBTo0pIDcrMvrmD4eQF16yoLVFEDc', 'www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'www.linkedin.com/company/tcssdc/', 'www.linkedin.com/company/global-affairs-canada-affaires-mondiales-canada/']",https://www.linkedin.com/feed/update/urn:li:activity:6994008794120777728
Wishing you a frightful Halloween with friends and family. Be safe... and watch for those ghosts and goblins lurking in the shadows... as well as Bad Actors looking to steal your data. \n\nHappy Halloween!,[],6,0,0,Image,[],https://www.linkedin.com/feed/update/urn:li:activity:6992832593297600512
"It’s imperative that businesses act immediately to protect their privacy and data against the looming Y2Q Quantum Threat that will put today’s cryptography at risk. \n\nQuantropi Inc.’s QiSpace™ is a hybrid-SaaS platform that provides enterprises, product managers and application developers with a product suite of quantum-secure cryptography. Uniquely capable of all three prerequisites for end-to-end quantum security – 𝗧𝗿ust, 𝗨ncertainty, and 𝗘ntropy – only QiSpace™ provides “𝗧𝗿𝗨𝗘” quantum security. \n\n𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 𝗔𝗴𝗲𝗻𝗱𝗮 #𝟵: 𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶’𝘀 𝗤𝗶𝗦𝗽𝗮𝗰𝗲™ 𝗳𝗼𝗿 𝗧𝗿𝗨𝗘 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗦𝗲𝗰𝘂𝗿𝗶𝘁𝘆\n\nJoin Quantropi Inc. CTO Michael Redding along with The Quantum Insider and Quantum Strategy Institute - 𝗣𝗿𝗲𝗽𝗮𝗿𝗶𝗻𝗴 𝗳𝗼𝗿 𝗬𝟮𝗤 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗟𝗼𝗼𝗺𝗶𝗻𝗴 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗧𝗵𝗿𝗲𝗮𝘁 𝘁𝗼 𝗖𝘆𝗯𝗲𝗿𝘀𝗲𝗰𝘂𝗿𝗶𝘁𝘆 on November 16th 11 am EST.  Register now: https://bit.ly/3BosAmh   Evan Kubes, Brian Lenahan, Maria Perepechaenko, Randy Kuang, James Nguyen, Michael Redding, Ken Dobell, Colin Osing, Raj Narula, P.Eng.  #quantum #community #security #registration #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi ","['#𝟵:', '#quantum\u202f', '#community\u202f', '#security\u202f', '#registration\u202f', '#quantumtechnology\u202f', '#Y2Q\u202f', '#QuantumThreat\u202f', '#BringItOn\u202f', '#Quantropi']",13,0,1,Image,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/the-quantum-insider/', 'www.linkedin.com/company/quantum-strategy-institute/', 'bit.ly/3BosAmh', 'www.linkedin.com/in/ACoAAAUsOQQBAukIR8mz2P2yBtTwdtLzWVcCamo', 'www.linkedin.com/in/ACoAAAK5Is0BXhlwpBNueZFZ5ZevCiDXQBj20ow', 'www.linkedin.com/in/ACoAABZ0bB0BpvOHjF-CbZ0mIJP76augKGSv4aI', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw']",https://www.linkedin.com/feed/update/urn:li:activity:6998285978238939138
"A clear thumping majority of votes for last week’s Qi-insight winner! \n\nIt is pretty evident that most people we polled think, “Steal Now, Crack Later” has arrived. The Y2Q threat is real. With “Steal now, Crack later” organizations’ data and security are already at risk.  \n\nQuantropi Inc. ’s QiSpace™ platform provides TrUE Quantum-Secure cryptography against today’s cyberattacks and looming Y2Q quantum threats. Learn more from our latest video: https://bit.ly/3RQwOue \n\n#QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",8,0,0,Image,"['www.linkedin.com/company/quantropi/', 'bit.ly/3RQwOue']",https://www.linkedin.com/feed/update/urn:li:activity:6992183290166177792
"Great start yesterday at Inside Quantum Technology, New York with an insightful panel discussion that included Quantropi Inc. CTO Michael Redding. \n\nThe topic? 𝗣𝗤𝗖 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀: 𝗪𝗵𝗼 𝘄𝗶𝗹𝗹 𝘂𝘀𝗲 𝘁𝗵𝗲𝗺 𝗮𝗻𝗱 𝘄𝗵𝗲𝗻.Check back to watch the entire session (video recording coming soon)\n\n#IQT22 #InsideQuantumTech #QuantumSecurity #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#IQT22', '#InsideQuantumTech', '#QuantumSecurity', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",16,0,2,Image,"['www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY']",https://www.linkedin.com/feed/update/urn:li:activity:6991073921735270400
